순위,기업명,종목코드,2024년 매출(억원),섹터(추정),채용규모(추정),채용형태(추정),IT/전산직 채용 및 주요 직무,비고 및 특이사항,직원수(공시),"평균연봉(대표,만원)",평균연봉_출처
930,유나이티드,033270,2887,바이오·헬스,소규모,수시,"제약 전산, ERP 운영, 보안",채용 규모/특징: 소수 수시 채용. 세종/논산 기반 안정적인 제약 전산직,936,6560,dart
931,진양홀딩스,100250,2868,기타,극소수,,그룹 IT 전략 및 화학 전산 거버넌스,"채용 규모/특징: 극소수. KPX 계열 지주사, 소규모 IT 기획 업무",4,4800,dart
932,원익큐브,014190,2868,유통·물류,소규모,,"IT 소재 유통 전산, ERP 관리, 보안",채용 규모/특징: 소수. 원익 계열 유통 전산 및 사내 인프라 관리,132,5572,dart
933,필에너지,378340,2854,에너지,,수시,"이차전지 장비 IT, 전산 인프라 보안","채용 규모/특징: 수시 채용. 오산 기반 급성장 기업, IT 조직 강화 중",333,5218,dart
934,아난티,025980,2852,기타,,수시,"리조트 전산 시스템 운영, 보안, 인프라",채용 규모/특징: 수시 채용. 프리미엄 리조트 특화 전산 인프라 관리,726,4476,dart
935,씨유테크,376290,2842,제조·모빌리티,극소수,,"전자부품 제조 IT, 일반 전산 지원",채용 규모/특징: 극소수. 평택 기반 제조업의 소규모 전산 조직,44,6214,dart
936,씨앤씨인터내셔널,352480,2829,제조·모빌리티,소규모,수시,"화장품 제조 IT, 스마트 팩토리, ERP",채용 규모/특징: 소수 수시 채용. 화성/용인 기반 성장하는 제조 전산 조직,619,4668,dart
937,엠앤씨솔루션,484870,2828,기타,소규모,,"방산 부품 제조 IT, 전산 보안(기밀)",채용 규모/특징: 소수. (구 모트롤) 창원 기반 고보안 전산 시스템,308,8370,dart
938,가비아,079940,2824,IT·플랫폼,,수시,"클라우드 인프라 운영, 전산 보안, 네트워크","채용 규모/특징: 수시 채용 활발. IT 인프라 전문, 전산/네트워크 실무의 정석",403,5978,dart
939,대림바스,005750,2811,제조·모빌리티,소규모,,"위생도기 제조 IT, ERP 유지보수, 보안",채용 규모/특징: 소수. 제조업 기반의 안정적인 전산 운영 직무,741,5983,dart
940,디와이피엔에프,104460,2810,제조·모빌리티,소규모,,"설비 제조 IT, 일반 전산 인프라 지원",채용 규모/특징: 소수. 제조업 기반의 전형적인 전산팀 업무,260,6837,dart
941,대영포장,014160,2808,제조·모빌리티,극소수,,"골판지 제조 IT, 일반 전산 유지보수",채용 규모/특징: 극소수. 안산 기반 제조업의 소규모 전산 조직 운영,345,6088,dart
942,미라콤아이앤씨,,2786,제조·모빌리티,,수시,"스마트 팩토리 SI/SM, 제조 전산 전문","채용 규모/특징: 수시 채용 활발. 삼성SDS 자회사, 제조 IT 솔루션 최강자",,7500,research
943,리노공업,058470,2782,기타,소규모,수시,"반도체 부품 제조 IT, 전산 보안, ERP","채용 규모/특징: 소수 수시 채용. 부산 기반 '신의 직장', 매우 높은 연봉과 안정성",636,9009,dart
944,파라텍,033540,2780,제조·모빌리티,극소수,,"소방 설비 IT, 전산 인프라 유지보수",채용 규모/특징: 극소수. 서산 공장 및 본사 전산 유지관리 업무,254,4425,dart
945,대원,007680,2772,건설·엔지니어링,소규모,,"건설 ERP 운영, 본사 전산 인프라 관리",채용 규모/특징: 소수. 청주 기반 중견 건설사 전산 지원 업무,140,8648,dart
946,엘티씨,170920,2770,제조·모빌리티,극소수,,"반도체 케미칼 IT, 일반 전산 지원",채용 규모/특징: 극소수. 화성 기반 제조업의 전형적인 전산 직무,116,6256,dart
947,티씨케이,064760,2757,기타,소규모,,"반도체 부품 제조 IT, 전산 보안, ERP","채용 규모/특징: 소수. 안성 기반 고수익 기업, 안정적 전산직",448,8179,dart
948,오로라,039830,2757,유통·물류,소규모,,"유통 전산 시스템, 이커머스 인프라",채용 규모/특징: 소수. 완구 유통 기반 글로벌 전산망 관리 지원,153,4991,dart
949,NI스틸,008260,2753,제조·모빌리티,극소수,,"철강 제조 IT, 일반 전산 유지보수","채용 규모/특징: 극소수. 포스코 계열사, 매우 안정적인 제조업 전산",281,6530,dart
950,연우,115960,2748,제조·모빌리티,소규모,수시,"화장품 용기 제조 IT, ERP 운영, 보안","채용 규모/특징: 소수 수시 채용. 한국콜마 계열, 인천 기반 제조 전산 지원",1295,4769,dart
951,대륙제관,004780,2747,제조·모빌리티,극소수,,"금속 용기 제조 IT, 일반 전산 지원",채용 규모/특징: 극소수. 제조업 기반의 보수적인 전산 관리 업무,431,5897,dart
952,에스티팜,237690,2738,바이오·헬스,,수시,"바이오 제조 IT, 전산 보안, ERP","채용 규모/특징: 수시 채용. 동아쏘시오 계열, 고성장 바이오 전산직",664,5507,dart
953,제이앤티씨,204270,2732,제조·모빌리티,소규모,,"강화유리 제조 IT, 전산 인프라 보안",채용 규모/특징: 소수. 베트남 공장 연동 글로벌 전산망 관리,306,5059,dart
954,푸드웰,005670,2730,제조·모빌리티,극소수,,"식품 제조 IT, 일반 전산 유지보수",채용 규모/특징: 극소수. 대구 기반 제조업의 소규모 전산 조직,182,5057,dart
955,티에스아이,277880,2720,기타,소규모,,"반도체 장비 IT, 전산 보안, ERP 운영",채용 규모/특징: 소수. 천안 기반 중견 장비사 전산 인프라 관리,290,6027,dart
956,젝시믹스,337930,2716,유통·물류,,수시,"이커머스 인프라, 전산 보안, 물류 IT",채용 규모/특징: 수시 채용 활발. D2C 이커머스 특화 전산 시스템 운영,217,5017,dart
957,윤성에프앤씨,372170,2713,제조·모빌리티,,수시,"이차전지 설비 IT, 스마트 팩토리, 보안",채용 규모/특징: 수시 채용. 안성/화성 기반 급성장 제조 전산 조직,335,6207,dart
958,안국약품,001540,2711,바이오·헬스,소규모,수시,"제약 전산 시스템, ERP 유지보수, 보안",채용 규모/특징: 소수 수시 채용. 과천 본사 기반 안정적인 제약 전산직,420,5665,dart
959,DH오토리드,290120,2704,제조·모빌리티,극소수,,"자동차 부품 제조 IT, 일반 전산 지원",채용 규모/특징: 극소수. 제조업 기반의 전형적인 전산 유지보수,214,6310,dart
960,일양약품,007570,2689,기타,중간,혼합,"제약 전산 시스템, ERP 운영, 인프라 보안",채용 규모/특징: 수시/정기 공채. 보수적이지만 매우 탄탄한 전산 기반,668,7678,dart
961,드림시큐리티,203650,2688,기타,,수시,"정보보안 솔루션, 전산 인프라 운영","채용 규모/특징: 수시 채용 활발. 보안 전문 기업, IT 보안/인프라 실무 중심",222,5310,dart
962,플레이그램,009810,2683,기타,극소수,,(구 엔터기술) 전산 시스템 및 행정 지원,채용 규모/특징: 극소수. 기업 구조 변화에 따른 소규모 전산 관리,50,4908,dart
963,모나용평,070960,2678,기타,,수시,"리조트 전산 시스템 운영, 보안, 인프라",채용 규모/특징: 수시 채용. 관광/레저 특화 전산 유지보수 및 네트워크,376,4838,dart
964,SK바이오사이언스,302440,2675,바이오·헬스,중간,혼합,"백신 제조 IT, 스마트 팩토리, 전산 보안",채용 규모/특징: 수시/정기 공채. 판교/안동 기반 최상급 처우 및 IT 인프라,1021,8013,dart
965,코아시아씨엠,196450,2673,제조·모빌리티,소규모,,"카메라 모듈 IT, 일반 전산 인프라 지원",채용 규모/특징: 소수. 제조업 기반의 전형적인 전산 유지보수 업무,41,5541,dart
966,태광,023160,2668,제조·모빌리티,극소수,,"배관 자재 제조 IT, 일반 전산 지원",채용 규모/특징: 극소수. 부산 기반 제조업의 안정적이고 보수적인 직무,330,7798,dart
967,KG모빌리언스,046440,2661,기타,,수시,"결제 인프라 운영, 전산 보안, 서버 관리","채용 규모/특징: 수시 채용 활발. KG그룹 계열 핀테크, IT 전산 실무 비중 높음",165,4786,dart
968,엘오티베큠,083310,2660,제조·모빌리티,소규모,,"반도체 진공펌프 IT, ERP 유지보수, 보안",채용 규모/특징: 소수. 안성/판교 기반 강소기업 제조 전산 핵심,462,5786,dart
969,온타이드,005320,2659,제조·모빌리티,극소수,,(구 신성이엔지 계열) 일반 전산 지원,채용 규모/특징: 극소수. 소규모 제조업 전산 인프라 유지보수 업무,59,4719,dart
970,FSN,214270,2656,기타,,수시,"애드테크 플랫폼 인프라, 전산 보안",채용 규모/특징: 수시 채용 활발. 디지털 마케팅 기반 서버 및 네트워크 관리,113,6162,dart
971,에넥스,011090,2641,제조·모빌리티,소규모,,"가구 제조 IT, ERP 유지보수, 전산 보안","채용 규모/특징: 소수. 보수적인 제조업 전산 환경, 인프라 유지 중심",197,5017,dart
972,에이블씨엔씨,078520,2640,유통·물류,,수시,"(미샤) 이커머스 전산 인프라, 유통 보안",채용 규모/특징: 수시 채용. 온/오프라인 통합 유통 전산망 관리 업무,258,5842,dart
973,제이씨현시스템,033320,2639,유통·물류,소규모,,"IT 유통 전산, 일반 전산 보안 및 지원",채용 규모/특징: 소수. 하드웨어 유통 기반의 사내 시스템 관리,96,4570,dart
974,제룡전기,033100,2627,제조·모빌리티,극소수,,"변압기 제조 IT, 일반 전산 유지보수",채용 규모/특징: 극소수. 수주 호황에 따른 안정적인 제조업 전산직,201,7939,dart
975,웰크론한텍,076080,2619,건설·엔지니어링,극소수,,"플랜트 제조 IT, 일반 전산 지원, 보안",채용 규모/특징: 극소수. 건설/설비 기반의 전산 유지보수 및 보안,227,6840,dart
976,다날,064260,2609,기타,,수시,"결제 인프라 운영, 전산 보안, 네트워크","채용 규모/특징: 수시 채용 활발. 휴대폰 결제 1위, 고수준 보안 전산 실무",258,5832,dart
977,안랩,053800,2606,IT·플랫폼,대규모,혼합,"정보보안 인프라, 전산 운영, 클라우드","채용 규모/특징: 대규모 수시/공채. 보안 전문성 최상, 전산직 커리어 성장에 최적",1266,6945,dart
978,까뮤이앤씨,013700,2604,건설·엔지니어링,극소수,,"건설 ERP 운영, 본사/현장 전산 지원",채용 규모/특징: 극소수. 건설업계의 전형적인 전산 유지보수 직무,166,7655,dart
979,신원종합개발,017000,2598,건설·엔지니어링,극소수,,"건설 전산 시스템, 일반 전산 보안",채용 규모/특징: 극소수. 소규모 건설사 전산 인프라 관리 업무,189,6500,research
980,환인제약,016580,2596,바이오·헬스,소규모,수시,"제약 전산 시스템, ERP 유지보수, 보안","채용 규모/특징: 소수 수시 채용. 정신건강 특화 제약사, 매우 안정적인 전산직",653,6609,dart
981,금비,008870,2595,제조·모빌리티,극소수,,"유리 용기 제조 IT, 일반 전산 지원",채용 규모/특징: 극소수. 보수적이고 안정적인 제조업 전산 관리,230,5334,dart
982,대현,016090,2593,유통·물류,소규모,,"패션 유통 전산, ERP 운영, 인프라 보안",채용 규모/특징: 소수. 여성복 브랜드 기반 유통 전산망 관리,390,6589,dart
983,인텔리안테크,189300,2578,기타,,수시,"위성 안테나 IT 인프라, 전산 보안, ERP","채용 규모/특징: 수시 채용. 평택 본사, 글로벌 확장세에 따른 IT 인력 보강",461,6667,dart
984,대동기어,008830,2571,기타,극소수,,"자동차 부품 제조 IT, 일반 전산 유지보수","채용 규모/특징: 극소수. 대동 계열사, 대구 기반 안정적인 전산직",235,7685,dart
985,대신정보통신,020180,2568,기타,,수시,"SI/SM, 금융/공공 전산 운영 지원","채용 규모/특징: 수시 채용 활발. IT 서비스 전문 기업, 실무형 전산직 채용 많음",660,4873,dart
986,대원미디어,048910,2564,유통·물류,소규모,,"콘텐츠 유통 IT, 전산 보안, ERP 운영",채용 규모/특징: 소수. 용산 본사 기반 유통 및 라이선스 전산 관리,241,4341,dart
987,한세엠케이,069640,2563,유통·물류,,수시,"패션 유통 전산, 물류 IT 인프라 보안",채용 규모/특징: 수시 채용. 한세그룹 계열 유통 전산 및 사내 시스템,252,6363,dart
988,미원화학,134380,2561,제조·모빌리티,극소수,,"화학 제조 IT, 일반 전산 유지보수","채용 규모/특징: 극소수. 미원 계열, 매우 높은 연봉과 안정성 보장",235,7766,dart
989,넥슨게임즈,225570,2561,기타,대규모,수시,"게임 인프라 운영, 전산 보안, 플랫폼","채용 규모/특징: 대규모 수시 채용. 넥슨 계열 개발사, 테크 중심 전산직 대우 우수",1459,8732,dart
990,보령엘엔지터미널,,2560,기타,극소수,,"LNG 터미널 전산 운영, 보안, 인프라","채용 규모/특징: 극소수. GS/SK 합작, 극강의 안정성과 높은 연봉",,10000,research
991,피제이메탈,128660,2545,제조·모빌리티,극소수,,"알루미늄 제조 IT, 일반 전산 유지보수",채용 규모/특징: 극소수. 제조업 기반의 소규모 전산 조직 운영,81,6017,dart
992,한국큐빅,021650,2521,제조·모빌리티,극소수,,"자동차 부품 제조 IT, 일반 전산 지원",채용 규모/특징: 극소수. 제조업 기반의 보수적인 전산 관리 업무,,5300,dart
993,영진약품,003520,2520,바이오·헬스,,수시,"제약 전산 시스템, ERP 유지보수, 보안","채용 규모/특징: 수시 채용. KT&G 계열 제약사, 안정적인 전산 인프라",628,6524,dart
994,이아이디,093230,2520,기타,소규모,,그룹 IT 전략 및 유통 전산 기획,채용 규모/특징: 소수. 이트론 등 계열사 연계 전산 기획 업무,19,5921,dart
995,상신이디피,091580,2518,기타,소규모,,"배터리 부품 제조 IT, 스마트 팩토리, ERP",채용 규모/특징: 소수. 천안/공주 기반 삼성SDI 협력사 전산 지원,248,4397,dart
996,삼아알미늄,006110,2517,제조·모빌리티,소규모,,"알루미늄 제조 IT, 일반 전산 보안, 인프라",채용 규모/특징: 소수. 이차전지 소재 분야 성장에 따른 전산직 강화,387,5742,dart
997,하나머티리얼즈,166090,2516,기타,소규모,수시,"반도체 부품 제조 IT, MES 운영, 보안",채용 규모/특징: 소수 수시 채용. 천안 기반 하나마이크론 계열 전산 지원,738,7004,dart
998,서플러스글로벌,140070,2516,제조·모빌리티,소규모,,"반도체 장비 유통 IT, 전산 인프라 보안",채용 규모/특징: 소수. 용인 기반 반도체 장비 클러스터 전산 관리,86,5992,dart
999,모두투어,080160,2516,기타,대규모,수시,"여행 전산 시스템, 예약 인프라 보안","채용 규모/특징: 수시 채용. 여행업계 상위권, 대규모 예약 전산망 운영",610,5313,dart
1000,코다코,046070,2514,제조·모빌리티,극소수,,"자동차 부품 제조 IT, 일반 전산 유지보수",채용 규모/특징: 극소수. 안성 기반 제조업의 소규모 전산 조직 운영,198,5971,dart
